text,actual,predicted
quot bruce springsteen embarks on world tour quot apparently oz is on some other unworldly planet,0,1
fun im wishing i was closer so i could do more then one show oh well at least i get to do one,1,0
website work done for tonight never enough,1,0
not enough ryan only because he is a star will he walk away with a slap on the wrist,0,1
off today waiting to see if anyone stops by,1,0
3d tires my eyes i d rather do 2d haha but i heard up was amazing awesome sigh i have yes to watch it,0,1
well i ll have to wait till i m off work then,0,1
just twittered from work lol be here until 10,0,1
things aren t to great with dad right now,0,1
yesterday i met my italian grandparents grandma almost cried when she saw me for the first time they like me a lot,1,0
no food in my house,0,1
i ll take your job if you don t want it i love to travel,1,0
got a hair cut as well,1,0
dang i wish i could go,1,0
oops bliss n eso is tomorrow night it s only thursday today,0,1
morning to you just are you aching from saturday yet,1,0
wow thank you so so much i feel very honoured and now all the depression from earlier in the day is wiped clear,1,0
heading out for another run walk hopefully when i get back the ceiling wont be moving this time,1,0
no i was not happy when i found out about the key mark,0,1
off to speech class,1,0
why does your brisbane show have to be 18 i m gonna come and hang out anyway,1,0
is loving this weather but no one is out,0,1
at axe in venice for lunch w old friends monis reid and the roomies,1,0
cleaning up after hurricane michael tsunami john and natural disaster erich love my friends,1,0
at no i head right into shooting next film father of invention no rest for the weary not good,0,1
enjoying the last weekend before going back to work,0,1
jealous have fun and then tell me all about it,1,0
u r right looks like we both did,1,0
and they also blocked flickr and hotmail whats wrong let s figure it out,1,0
i want a guitar hero drum set,0,1
just started setting up my wow blog at mind blast net next stop layout which is not going to be easy,0,1
i m on my dads radio show to talk about some community issues and talk about the sites,1,0
4 more weeks till the end of year 11 bring it on,1,0
becoming jane great movie my mother and austin tsk,0,1
nice i feel really clean after another shave,1,0
elvis pic of the day on igoogle is divine can t save it though,0,1
i m back but i m supposed to be giving emily a ride to ktown so i have to wait,0,1
fallen angel doll then i guess you will never eat lasagna,0,1
friday im going to town early and will wait outside game until it opens,1,0
is heading to band practice but currently stuck in traffic,1,0
mati lampu i cant do anything,0,1
had no idea you had a law degree was too ill to finish mind but going back in sept i hope,1,0
what s your weight in killograms twitter me your answer i m waiting for my flight lt 3 goodbye america hello freedom,1,0
watching merlin and i neeeeeed to do how,0,1
in from a long boring day at work showered in the jimjams and gunna go make a salad and crash in front of the box,1,0
did they bitch around or apologize let me guess,1,0
just woke up its raining outside good thing im going shopping later with my aunt,0,1
hmm thats not a very nice thing to say,0,1
says i m back i ate isaw again with nhot hungry,1,0
shoot you go to btown when im not in town,0,1
saying goodbye to something familiar never becomes familiar,0,1
bed now still havnt figured out what im doing my lazzi s on think i may have to wing it later all wish me luck xx,1,0
hey i wanna reply lol i m your biggest fan xoxo,0,1
no it s not just you i m here on my own and i m shouting at the tv,1,0
eating dried cranberries in the office and wondering where the sunshine has snuck off too,0,1
oh where is your family i ll dance for you that would be entertaining,0,1
what after twitter betta see u this weekend and next twitter tues,0,1
i m looking forward to trying it out,1,0
i might go to bed really tired anyway night this time i didnt forgot yay,1,0
should make a move so comfortable,0,1
is so let down still no job,0,1
home from work la la la,1,0
they cut the part when jim sturgess sang something,0,1
i got new clothes for san francisco on saturday i have a buttload of work to do works on history ugh,1,0
no i ll be outta town you,0,1
she s ok thanks still coughing but getting some sleep now much better though,1,0
starts learning now again,0,1
where are you from have you ever been to singapore you should really go and see it,1,0
back to work and the sun is shining at least the studio has lots of natural light who am i kidding i have a 1 sqft window,0,1
morning world hello bank holiday cold and grey and rainy here feel like colouring thanks to so might do that this am,1,0
i think its just from tweetdeck the program i use cause i can still use it from the web i m an addict,0,1
u havnt blogged for ever x,0,1
right lardy back on it cross trainer time,0,1
going to see fighting today,1,0
koupil knot do zippa za 49 vyd ra i,0,1
hi everyone sorry i ve just update now i had so many homeworks and exams and that those things made me crazy,1,0
waking up the fig is really bad this morning can t see out of the window back at the new shop today only 3 days until london,1,0
quot hey crash n e thing not funny 2 you quot lack of sleep,0,1
ready set hmmm delay,0,1
off for a run then to help the bro in law move,0,1
i just successfully defeated the swine flue with the power of positive thinking swineflu h1n1 swine flu,1,0
finally have a day off of work and planning to sleep all day except working is calling again going in at 2pm,0,1
i went to tj today but i didn t drive i can kinda drive freeway we ll see if i ll let u take da wheel we can go buy coffe,0,1
sorting out music on itunes to make it all clean and tidy,1,0
i cant draw hands,0,1
mmm i only slept 3 hrs last night it s 1 am now i m not even sleepy i could twitter all night i have a meeting in the morning,0,1
i get super stressed when i have to teach relief society in chinese,0,1
is a douche she totally walked off again cause she had to friggin gooo lol what a douche,1,0
no she s getting worse as she s always hungry she wasn t too bad last night tho,1,0
looks like it s gonna rain smells like it too,1,0
just saw his tweetcoding only boil down to 340 characters,0,1
i cut my skin off my leg with a razor it hurt owww only fletcher can make it better make it better please xx,1,0
charlie horse o,0,1
whats your xbox live gamertag don t be shy your a gamer geek like us,1,0
haveyouever stepped on algae that glow under your feet like sparks north shore oahu i have,1,0
these people behind me at ihop were playing d amp d i wanted to join,0,1
me too,0,1
for you,0,1
my power is out thank goodness for iphones,0,1
oh no how come i tried authentic italian the noodles are steamed and soo not like american italian lol,0,1
i want to bring a laptop to the training that way it s a lot more bearable,0,1
they grow up so fast i ve been told,1,0
zero tolerence policy,1,0
today was goooddddd i miss jakeb,1,0
just had a bath though now my arm is starting to hurt too nowhere near as bad as the hip leg though,1,0
two tickets to blink and an ipod for my brothers birthday killed my bank account but so worth it,1,0
